#topo1 ((O,P3),P2,P1);		
#topo2 ((O,P2),P3,P1);		
#topo3 ((O,P1),P3,P2);		
topo1	topo2	topo3
160794	104778	125053
93750	176125	120750
81125	182375	127125
201875	153750	35000
207250	183375	0
75410	106780	208435
100700	194150	95775
165950	103650	121025
185915	93030	111680
298150	57525	34950
146325	97750	146550
195553	96111	98961
307875	58850	23900
236950	53650	100025
233025	45550	112050
112475	149125	129025
283500	54800	52325
231171	98728	60726
2500	388125	0
198050	79893	112682
215800	103075	71750
191045	85590	113990
152100	96900	141625
89330	27210	274085
76150	203275	111200
314075	42250	34300
297500	52500	40625
229975	107250	53400
118997	140064	131564
180593	84720	125312
149816	114106	126703
288040	78465	24120
171500	102750	116375
143028	124069	123528
142929	115904	131792
155625	107500	127500
141625	102000	147000
174957	76370	139298
212111	59532	118982
204200	89300	97125
145090	129255	116280
144015	151030	95580
153774	176432	60419
234355	88110	68160
175257	119184	96184
242375	65500	82750
100200	193150	97275
218100	129400	43125
176983	64222	149420
146988	136214	107423
236381	78725	75519
173275	69975	147375
170469	103504	116652
301225	79200	10200
292250	49725	48650
188125	64050	138450
93916	232392	64317
85238	95784	209603
141940	96315	152370
183525	107050	100050
307485	58470	24670
151003	84573	155049
76780	209160	104685
126724	187631	76270
70000	14875	305750
156700	159800	74125
132874	167741	90010
257500	61250	71875
356250	0	34375
171875	90250	128500
123235	182890	84500
91957	141832	156836
168990	117090	104545
197375	45750	147500
213200	143300	34125
211841	103442	75342
123125	144750	122750
210020	161520	19085
105125	123000	162500
120075	28000	242550
328125	10000	52500
244725	40750	105150
187625	14000	189000
233125	72500	85000
177521	124026	89078
107951	122644	160030
181800	207575	1250
178150	52500	159975
188425	132500	69700
215097	76569	98959
77081	41656	271888
144950	185200	60475
260000	120000	10625
127853	123417	139355
215150	108575	66900
139409	132696	118520
81250	300000	9375
146980	91060	152585
78800	44375	267450
166747	76264	147614
207991	136598	46036
152905	156510	81210
242625	37500	110500
198625	46000	146000
288975	54500	47150
160400	106475	123750
267420	96110	27095
150505	162613	77507
154125	176250	60250
196350	57950	136325
89650	202200	98775
72425	61075	257125
170665	153780	66180
263577	95174	31874
169225	160350	61050
253685	76560	60380
103700	208118	78807
117250	239625	33750
180000	111200	99425
127475	186850	76300
324625	23750	42250
170520	106900	113205
208500	79325	102800
142400	157100	91125
170725	64100	155800
290325	62500	37800
89680	110555	190390
340675	20150	29800
223900	65575	101150
295375	76825	18425
69825	16500	304300
241724	41963	106938
380900	5525	4200
172628	1636	216361
263425	93600	33600
302075	28650	59900
149975	55325	185325
109833	167234	113558
349575	16575	24475
252196	82302	56127
178597	116821	95207
295775	34050	60800
163175	53850	173600
133875	109925	146825
99360	152565	138700
182196	115521	92908
158125	19900	212600
246300	84250	60075
115650	116100	158875
262125	45750	82750
137500	202125	51000
51825	189000	149800
171334	58910	160381
64880	162280	163465
61811	223286	105528
123469	128262	138894
251814	82468	56343
139688	107005	143932
170621	102952	117052
120641	212116	57868
99158	178006	113461
146700	83500	160425
180830	108640	101155
121000	194400	75225
171845	110860	107920
258350	61060	71215
123650	62270	204705
141000	109750	139875
299100	70525	21000
303000	21715	65910
122175	216150	52300
58739	76220	255666
390625	0	0
171625	102750	116250
113125	258925	18575
294125	35000	61500
75450	171275	143900
169950	125725	94950
248125	71250	71250
282748	41376	66501
206935	61650	122040
115870	85915	188840
157642	138679	94304
116832	74682	199111
80250	26250	284125
275713	57456	57456
227913	152306	10406
237050	53250	100325
156974	120838	112813
178870	111510	100245
221125	76875	92625
153320	191545	45760
140875	123600	126150
175525	183750	31350
157453	159060	74112
