0,1,2
159148,119254,112223
126877,165037,98711
133173,148433,109019
146059,123614,120952
194635,94301,101689
169194,114844,106587
109336,108726,172563
159782,98447,132396
143564,124213,122848
98271,107850,184504
126288,125012,139325
194635,98087,97903
117784,121535,151306
124733,126310,139582
158821,113441,118363
126118,141223,123284
133675,104721,152229
124093,122389,144143
149566,120680,120379
136548,111851,142226
155045,129605,105975
132055,125241,133329
123592,132034,134999
157401,109195,124029
151485,109279,129861
145668,102460,142497
131863,143220,115542
232714,81967,75944
207570,99981,83074
152323,118985,119317
128243,154940,107442
125468,131522,133635
126887,162562,101176
132654,133265,124706
141729,118886,130010
142423,113751,134451
111879,166786,111960
131314,139639,119672
158340,112345,119940
140450,114336,135839
153802,122407,114416
119459,121905,149261
149559,120368,120698
175956,135422,79247
136210,139435,114980
165913,104085,120627
129198,137645,123782
113122,137072,140431
223665,82181,84779
138310,157579,94736
151134,102027,137464
156582,93278,140765
137877,113797,138951
181714,110745,98166
118002,136402,136221
122075,157674,110876
131107,131443,128075
173284,115887,101454
119090,147809,123726
162119,127528,100978
205306,104376,80943
170532,108871,111222
121172,130677,138776
108742,164876,117007
124878,86497,179250
164301,112545,113779
195350,93876,101399
122870,123487,144268
113691,138177,138757
98058,205863,86704
125105,132087,133433
143482,129542,117601
136663,124024,129938
123757,125928,140940
123115,160331,107179
115150,140073,135402
157911,97464,135250
122546,150464,117615
140231,140882,109512
147664,96340,146621
163379,108107,119139
136787,142634,111204
133869,119002,137754
135423,137243,117959
147767,108445,134413
155054,132408,103163
151542,128865,110218
172261,111968,106396
128501,108664,153460
117928,144789,127908
169510,94151,126964
125633,127790,137202
153979,116357,120289
117653,155506,117466
145908,117626,127091
137403,134092,119130
132555,124817,133253
151686,123950,114989
132313,146735,111577
106670,119150,164805
130460,120972,139193
198831,85349,106445
95647,134998,159980
131313,130081,129231
158748,105401,126476
144644,123666,122315
148818,118086,123721
118292,140844,131489
130949,136681,122995
125625,112435,152565
129158,146750,114717
137426,120083,133116
139565,106720,144340
155249,111469,123907
158027,108168,124430
136148,112421,142056
158281,125096,107248
185796,100651,104178
111036,134921,144668
138009,114073,138543
104131,148094,138400
153253,120226,117146
151043,126522,113060
189528,116596,84501
180969,109783,99873
145085,128062,117478
153441,130764,106420
163233,108211,119181
108811,151163,130651
144280,124293,122052
149744,125542,115339
126699,137712,126214
160341,115971,114313
107133,162088,121404
179161,106758,104706
144991,117284,128350
147143,119301,124181
104359,81638,204628
135564,109985,145076
177953,118555,94117
118035,140832,131758
203757,93148,93720
136818,151734,102073
207350,89940,93335
136759,125512,128354
137899,103717,149009
151069,116242,123314
149018,138472,103135
131511,123538,135576
141373,116588,132664
156053,131137,103435
188398,93332,108895
132045,126743,131837
117192,124551,148882
172604,114982,103039
200814,100437,89374
129074,145076,116475
124658,140269,125698
162009,118246,110370
110456,165971,114198
137736,130570,122319
124836,131955,133834
135179,137134,118312
123837,159058,107730
128964,135251,126410
145003,134479,111143
178486,104559,107580
110874,175209,104542
130753,112235,147637
130667,106556,153402
123596,143030,123999
152641,108079,129905
186076,97125,107424
138594,111192,140839
132137,134883,123605
106989,182269,101367
140126,141754,108745
102596,95439,192590
94764,167887,127974
135355,135154,120116
148089,107878,134658
135629,106232,148764
163639,111536,115450
115309,132421,142895
147832,106786,136007
135634,137920,117071
224845,69735,96045
162986,119103,108536
146875,89318,154432
127934,151259,111432
154076,108761,127788
130650,143956,116019
134207,116915,139503
141455,129582,119588
128352,136782,125491
107538,168916,114171
124818,140109,125698
213292,87243,90090
139175,112470,138980
136958,133168,120499
127765,130459,132401
124450,149621,116554
116333,139615,134677
123621,119679,147325
148163,109491,132971
122723,109547,158355
143102,111491,136032
151682,122946,115997
102373,150652,137600
161007,141030,88588
194614,113473,82538
144051,133410,113164
148676,157040,84909
138299,106265,146061
126386,104671,159568
163705,117713,109207
112775,117717,160133
123464,159037,108124
121022,115716,153887
129448,103270,157907
174385,125446,90794
119518,146012,125095
170563,124058,96004
164817,106252,119556
128676,149302,112647
148210,119518,122897
164558,87300,138767
133667,117912,139046
149801,95848,144976
140313,118840,131472
124112,133826,132687
138723,108556,143346
113049,167454,110122
